Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
148,1586084147,mediocreplaya85,0,140.94,DST Ravens  RB Mark Ingram II WR Alshon Jeffery WR Tyler Lockett WR Brandin Cooks QB Jared Goff FLEX George Kittle TE Hunter Henry RB Dalvin Cook,,Geoff Swaim,TE,0.44%,5.7
149,1588121196,razzamztaz9,0,140.86,DST Chargers  RB Mark Ingram II QB Jameis Winston WR Kenny Golladay TE O.J. Howard WR Tyler Boyd FLEX Dalvin Cook WR Chris Godwin RB Chris Carson,,Dawson Knox,TE,0.44%,1.1
150,1591665944,foxjr001,0,140.62,DST Bengals  TE Travis Kelce QB Carson Wentz WR Cooper Kupp WR Adam Thielen WR Tyler Boyd RB Leonard Fournette RB Dalvin Cook FLEX Dede Westbrook,,Rashard Higgins,WR,0.44%,6.6
150,1586069806,JoshDaDee86,0,140.62,DST Rams  FLEX Travis Kelce TE Zach Ertz RB Devonta Freeman WR Sammy Watkins QB Marcus Mariota RB Todd Gurley II WR Mike Williams WR Dede Westbrook,,Austin Hooper,TE,0.44%,16.7
152,1589457838,jdubb1986.jw,0,140.4,DST Cowboys  WR Cole Beasley FLEX Randall Cobb TE Zach Ertz WR Marquise Goodwin QB Dak Prescott RB Ezekiel Elliott RB Saquon Barkley WR Michael Gallup,,Jaguars ,DST,0.44%,-4
153,1590477384,DRAFTWINNER937,0,140.3,DST Eagles  RB Mark Ingram II WR Julio Jones QB Dak Prescott TE C.J. Uzomah WR Mike Evans WR Tyler Lockett FLEX Sterling Shepard RB Chris Carson,,Andy Dalton,QB,0.44%,25.72
154,1586312950,turbo327,0,140.2,DST Jets  RB Mark Ingram II WR Alshon Jeffery RB Le'Veon Bell WR Jarvis Landry WR Tyler Lockett FLEX Stefon Diggs TE Hunter Henry QB Baker Mayfield,,Justin Jackson,RB,0.44%,7.1
155,1586877606,mhamman,0,140.16,DST Chargers  WR Odell Beckham Jr. WR Stefon Diggs TE Hunter Henry WR Curtis Samuel RB Nick Chubb RB Dalvin Cook QB Lamar Jackson FLEX Chris Carson,,Mecole Hardman,WR,0.44%,0
156,1591770417,joshsymes96,0,140.06,DST Browns  WR Larry Fitzgerald WR Alshon Jeffery TE Jordan Reed FLEX Leonard Fournette RB Nick Chubb WR Tyreek Hill QB Lamar Jackson RB Chris Carson,,Marqise Lee,WR,0.44%,0
157,1588647048,stevebianx,0,139.86,DST Browns  WR Cole Beasley RB David Johnson WR Kenny Golladay TE Hunter Henry FLEX Chris Godwin QB Josh Allen RB Saquon Barkley WR Michael Gallup,,Michael Crabtree,FLEX,0.44%,0
158,1581354281,Gpalms,0,139.84,DST Seahawks  QB Russell Wilson WR Tyler Lockett WR Kenny Golladay WR Adam Thielen TE Hunter Henry RB Dalvin Cook RB Kerryon Johnson FLEX Chris Carson,,Devin Funchess,WR,0.44%,6.2
159,1592515936,kms752,0,139.72,DST Buccaneers  RB Mark Ingram II WR Keenan Allen WR Tyler Lockett FLEX Todd Gurley II WR Tyreek Hill TE David Njoku RB Derrius Guice QB Kyler Murray,,Miles Boykin,FLEX,0.44%,7.5
160,1589125188,AUStoked13,0,139.46,DST Ravens  FLEX Devonta Freeman WR Mike Evans WR Adam Thielen TE Mark Andrews RB Dalvin Cook WR Dante Pettis QB Lamar Jackson RB Kerryon Johnson,,Cody Core,WR,0.44%,0
161,1587044464,obviously,0,139.22,DST Chargers  QB Carson Wentz WR Tyler Boyd TE Hunter Henry RB Leonard Fournette WR Tyreek Hill RB Dalvin Cook WR Chris Godwin FLEX Chris Carson,,Ryan Fitzpatrick,QB,0.44%,11.2
161,1587762716,chew1218,0,139.22,DST Ravens  WR Marvin Jones Jr. TE Zach Ertz WR Odell Beckham Jr. WR Tyler Lockett QB Carson Wentz RB Leonard Fournette RB Chris Carson FLEX Devin Singletary,,Justice Hill,RB,0.44%,2.7
163,1587810215,csizemore10,0,138.94,DST Ravens  WR Tyler Lockett FLEX Cooper Kupp QB Jared Goff WR Adam Thielen TE Evan Engram WR Curtis Samuel RB Leonard Fournette RB Dalvin Cook,,Colts ,DST,0.44%,7
164,1590885078,Mac_D82,0,138.02,DST Seahawks  TE George Kittle WR Curtis Samuel RB Dalvin Cook WR Chris Godwin WR Dede Westbrook QB Kyler Murray RB Tony Pollard FLEX Saquon Barkley,,DK Metcalf,FLEX,0.44%,12.9
165,1590947648,jhall717,0,137.86,DST Browns  WR Marvin Jones Jr. WR Odell Beckham Jr. QB Jameis Winston TE Evan Engram FLEX Matt Breida RB Dalvin Cook WR Chris Godwin RB Chris Carson,,Chase Edmonds,RB,0.44%,0.5
166,1587740851,onel0ve,0,137.64,DST Browns  QB Jimmy Garoppolo WR Amari Cooper WR Adam Thielen TE George Kittle FLEX Curtis Samuel RB Marlon Mack WR Dede Westbrook RB Chris Carson,,Dallas Goedert,TE,0.44%,3.6
167,1590768777,pmills888,0,136.5,DST Seahawks  TE Travis Kelce QB Baker Mayfield WR Curtis Samuel RB Nick Chubb RB Dalvin Cook WR Chris Godwin WR Dede Westbrook FLEX Chris Carson,,Rashard Davis,WR,0.44%,0
167,1590775492,alexdesousaa9,0,136.5,DST Seahawks  TE Travis Kelce QB Baker Mayfield WR Curtis Samuel RB Nick Chubb RB Dalvin Cook WR Chris Godwin WR Dede Westbrook FLEX Chris Carson,,Darrel Williams,FLEX,0.44%,0
169,1583672254,MissJoJo817,0,136,DST Cowboys  TE Delanie Walker WR Adam Humphries RB Ezekiel Elliott QB Baker Mayfield RB Austin Ekeler FLEX Leonard Fournette WR Chris Godwin WR Dede Westbrook,,Jordan Reed,TE,0.44%,0
170,1588805560,dmberner13,0,135.86,DST Ravens  FLEX Cole Beasley WR Odell Beckham Jr. WR Tyler Lockett QB Jameis Winston TE Hunter Henry RB Dalvin Cook WR Dede Westbrook RB Chris Carson,,Nick Vannett,TE,0.44%,3.6
171,1591310252,osu_bucknuts,0,135.66,DST Seahawks  FLEX Mark Ingram II QB Jameis Winston RB Tevin Coleman WR Adam Thielen TE George Kittle WR Chris Godwin WR Dede Westbrook RB Chris Carson,,Blake Jarwin,TE,0.44%,12.9
172,1588372439,gallerybarbershop,0,135.34,DST Cowboys  RB Mark Ingram II TE Zach Ertz QB Jimmy Garoppolo WR Keenan Allen RB Tevin Coleman FLEX Derrick Henry WR Tyler Boyd WR Dante Pettis,,Vikings ,DST,0.44%,16
173,1588652383,DonkeyLord,0,135.12,DST Jets  QB Kirk Cousins TE Zach Ertz RB Le'Veon Bell WR Jarvis Landry WR Tyler Lockett WR Adam Thielen FLEX Zay Jones RB Dalvin Cook,,,
174,1587755670,BroomDinger,0,134,DST Chargers  WR Marvin Jones Jr. FLEX Damien Williams QB Baker Mayfield RB Joe Mixon RB Christian McCaffrey TE David Njoku WR Dede Westbrook WR DJ Moore,,,
175,1588076379,kentisland04,0,133.96,DST Ravens  RB Le'Veon Bell TE Hunter Henry WR Curtis Samuel WR Dante Pettis WR Dede Westbrook QB Lamar Jackson FLEX Kerryon Johnson RB Saquon Barkley,,,
176,1585404142,BexRx,0,133.36,DST Eagles  QB Matt Ryan WR Travis Benjamin TE Zach Ertz WR Willie Snead IV WR Jamison Crowder RB Todd Gurley II RB Christian McCaffrey FLEX Rashaad Penny,,,
176,1588034209,GirlBoss1989,0,133.36,DST Jaguars  TE Delanie Walker WR Alshon Jeffery WR Mike Evans WR Tyler Lockett QB Jameis Winston RB Leonard Fournette RB Dalvin Cook FLEX Chris Carson,,,
178,1590792047,ZachsPack15,0,133.32,DST Cowboys  WR John Brown WR Adam Thielen TE George Kittle FLEX Curtis Samuel WR Tyreek Hill RB Dalvin Cook QB Patrick Mahomes RB Justice Hill,,,
179,1591253460,RyRy30601,0,133.06,DST Eagles  TE Greg Olsen QB Cam Newton WR Adam Thielen RB Leonard Fournette RB Christian McCaffrey WR Chris Godwin WR Calvin Ridley FLEX Devin Singletary,,,
180,1587883793,RustyMcfusty,0,132.82,DST Seahawks  FLEX Mark Ingram II RB Ezekiel Elliott WR Adam Thielen WR Tyler Boyd TE Hunter Henry WR Curtis Samuel RB Leonard Fournette QB Kyler Murray,,,
181,1580325570,chipdawg420,0,132.8,DST Chiefs  TE Delanie Walker WR Jarvis Landry FLEX Amari Cooper WR Sterling Shepard RB Derrick Henry QB Baker Mayfield RB Leonard Fournette WR Tyreek Hill,,,
182,1590102631,jdmcwilliams7,0,132.76,DST Browns  TE Greg Olsen QB Cam Newton WR Robert Woods WR Cooper Kupp WR Curtis Samuel RB Leonard Fournette RB Christian McCaffrey FLEX Chris Carson,,,
183,1591170311,Golfito2020,0,130.4,DST Chargers  WR Danny Amendola QB Matthew Stafford WR Marvin Jones Jr. TE Zach Ertz FLEX Todd Gurley II RB Matt Breida WR Chris Godwin RB Saquon Barkley,,,
184,1576685983,smcguirk,0,130.02,DST Giants  WR Larry Fitzgerald WR Willie Snead IV RB Ty Montgomery TE Eric Ebron FLEX Todd Gurley II WR Tyreek Hill RB Christian McCaffrey QB Patrick Mahomes,,,
185,1585106251,HeAT1090,0,129.72,DST Titans  TE Delanie Walker WR Mohamed Sanu RB Todd Gurley II WR Corey Davis WR Tyreek Hill QB Patrick Mahomes FLEX Hayden Hurst RB Saquon Barkley,,,
186,1589187401,davisam09,0,129.56,DST Cowboys  QB Matt Ryan RB Mark Ingram II WR Marvin Jones Jr. FLEX Mike Evans TE Hunter Henry WR Tyreek Hill RB Dalvin Cook WR Calvin Ridley,,,
187,1590690218,DarthBallz05,0,129.36,DST Seahawks  TE Travis Kelce RB Mark Ingram II WR Mike Evans QB Jameis Winston RB Dalvin Cook WR Chris Godwin WR Dede Westbrook FLEX Miles Boykin,,,
188,1588874075,cjrogers81,0,127.12,DST Panthers  WR Danny Amendola WR Odell Beckham Jr. RB Ezekiel Elliott FLEX Tyreek Hill QB Patrick Mahomes RB Derrius Guice WR Mecole Hardman TE T.J. Hockenson,,,
189,1581456811,bskrabz,0,126.72,DST Eagles  WR Tyler Lockett QB Carson Wentz WR Adam Thielen WR Tyler Boyd TE Hunter Henry RB Nick Chubb RB Dalvin Cook FLEX Kerryon Johnson,,,
190,1587374284,newton615,0,126.66,DST Seahawks  WR Robert Woods FLEX Mike Evans WR Jamison Crowder TE Hunter Henry RB Nick Chubb WR Tyreek Hill RB Derrius Guice QB Lamar Jackson,,,
191,1591715479,imthegoat13,0,126.22,DST Chiefs  QB Carson Wentz WR Cooper Kupp WR Adam Thielen TE George Kittle WR Curtis Samuel RB Nick Chubb RB Dalvin Cook FLEX Kerryon Johnson,,,
192,1591117931,TdsNBeer1111,0,125.14,DST Seahawks  RB Adrian Peterson QB Russell Wilson TE Travis Kelce WR Jarvis Landry WR Cooper Kupp WR Adam Thielen RB Christian McCaffrey FLEX Will Dissly,,,
193,1588865537,mostafa64,0,124.42,DST Chargers  WR Odell Beckham Jr. WR Mike Evans WR Tyler Lockett QB Carson Wentz RB Duke Johnson TE Hunter Henry RB Dalvin Cook FLEX Chris Carson,,,
194,1592331496,Dogfish70,0,123.66,DST Seahawks  RB Le'Veon Bell WR Mike Evans FLEX Eric Ebron QB Jameis Winston TE Evan Engram RB Leonard Fournette WR Dede Westbrook WR DJ Moore,,,
195,1587839429,alexthegreatfl,0,123.3,DST Chiefs  FLEX Randall Cobb WR T.Y. Hilton TE Kyle Rudolph RB Le'Veon Bell WR Jarvis Landry RB Todd Gurley II WR Tyler Boyd QB Baker Mayfield,,,
196,1588701018,jhuard,0,122.92,DST Chargers  TE Zach Ertz QB Carson Wentz WR Adam Thielen WR Tyler Boyd WR Curtis Samuel RB Nick Chubb RB Dalvin Cook FLEX Kerryon Johnson,,,
197,1590855496,GDK0008,0,122.64,DST Rams  QB Russell Wilson FLEX Robert Woods WR Jarvis Landry WR Tyler Lockett WR Brandin Cooks TE Hunter Henry RB Leonard Fournette RB Dalvin Cook,,,
198,1586945562,SundayChick,0,122.2,DST Eagles  QB Nick Foles WR Robert Woods WR Tyler Lockett RB Tevin Coleman TE Evan Engram FLEX Joe Mixon RB Dalvin Cook WR Chris Godwin,,,
199,1590465232,shawarmarama,0,120.22,DST Chargers  QB Philip Rivers WR DeSean Jackson TE Kyle Rudolph RB Todd Gurley II FLEX Cooper Kupp RB Ezekiel Elliott WR Dante Pettis WR Dede Westbrook,,,
200,1585845146,Jwoodward96,0,119.44,DST Seahawks  QB Russell Wilson TE Kyle Rudolph FLEX Zach Ertz RB Le'Veon Bell WR Jarvis Landry WR Tyler Lockett WR Stefon Diggs RB Marlon Mack,,,
201,1579320179,KenGriff79,0,118.56,DST Ravens  QB Matt Ryan TE Kyle Rudolph FLEX Mohamed Sanu RB David Johnson WR Nelson Agholor WR Adam Thielen WR Tyreek Hill RB Chris Carson,,,
202,1592025523,EGEE164,0,118.22,DST Eagles  FLEX Larry Fitzgerald WR Marvin Jones Jr. WR Tyler Lockett TE Nick Vannett WR Brandin Cooks RB Nick Chubb QB Kyler Murray RB Saquon Barkley,,,
203,1587758403,aldiggy5150,0,117.3,DST Bills  QB Matthew Stafford WR Jarvis Landry WR Sterling Shepard FLEX Damien Williams WR Stefon Diggs RB Tevin Coleman RB Saquon Barkley TE Dawson Knox,,,
204,1575863570,TheGuyMicah,0,116.32,DST Bengals  FLEX DeSean Jackson QB Kirk Cousins TE Travis Kelce WR Mohamed Sanu WR Stefon Diggs WR Adam Thielen RB Joe Mixon RB Leonard Fournette,,,
205,1590752456,ChrisDG91,0,116.14,DST Jets  TE Kyle Rudolph RB Le'Veon Bell QB Jimmy Garoppolo WR Mike Evans WR Corey Davis WR Adam Thielen RB Dalvin Cook FLEX Calvin Ridley,,,
206,1583000484,IamTanka23,0,115.84,DST Chargers  TE Delanie Walker FLEX John Brown QB Jimmy Garoppolo WR Mike Evans RB Todd Gurley II WR Adam Thielen WR Dede Westbrook RB Kerryon Johnson,,,
207,1582355995,FrayBae,0,115.8,DST Chargers  QB Nick Foles RB Ezekiel Elliott TE Hunter Henry FLEX Leonard Fournette RB Dalvin Cook WR Chris Godwin WR Dede Westbrook WR DJ Moore,,,
208,1587894351,mill34time,0,114.66,DST Chiefs  WR Marquise Goodwin WR Robert Woods WR Mike Evans QB Jameis Winston TE Hunter Henry FLEX Leonard Fournette RB Dalvin Cook RB Chris Carson,,,
209,1586779687,jmcgray77,0,114.5,DST Chargers  WR Cole Beasley WR Keenan Allen WR Stefon Diggs FLEX Hunter Henry QB Baker Mayfield RB Nick Chubb TE David Njoku RB Saquon Barkley,,,
210,1588867621,Evansnp,0,113.74,DST Lions  QB Russell Wilson TE Tyler Eifert WR Tyler Lockett WR Sterling Shepard WR Adam Thielen RB Leonard Fournette FLEX Dede Westbrook RB Saquon Barkley,,,
211,1588846286,Beammeup87,0,113.6,DST Lions  WR Jarvis Landry QB Jacoby Brissett FLEX Cooper Kupp RB Ezekiel Elliott TE Hunter Henry WR Curtis Samuel RB Saquon Barkley WR Calvin Ridley,,,
212,1587819320,amSagE88,0,111.5,DST Ravens  QB Nick Foles TE Zach Ertz WR Odell Beckham Jr. WR Tyler Lockett FLEX Duke Johnson RB Leonard Fournette RB Dalvin Cook WR Dede Westbrook,,,
213,1590511633,Bigf00t50,0,111.42,DST Chargers  WR Odell Beckham Jr. WR Jarvis Landry TE Eric Ebron WR Devin Funchess RB Austin Ekeler FLEX Tyreek Hill QB Patrick Mahomes RB Rashaad Penny,,,
214,1591806693,MattB9236,0,110.62,DST Seahawks  TE Greg Olsen WR Alshon Jeffery FLEX Brandin Cooks RB Tevin Coleman WR Adam Thielen RB Leonard Fournette WR Tyreek Hill QB Kyler Murray,,,
215,1586943003,Crunka91,0,110.54,DST Ravens  QB Russell Wilson WR Paul Richardson Jr. WR Stefon Diggs TE George Kittle FLEX Leonard Fournette WR Chris Godwin RB Tony Pollard RB Chris Carson,,,
216,1581626950,BillsMafia1791,0,110.3,DST Bills  RB Frank Gore FLEX Vernon Davis TE Travis Kelce WR Cole Beasley WR Odell Beckham Jr. WR Kenny Golladay QB Baker Mayfield RB Saquon Barkley,,,
217,1592147134,Loumo3838,0,109.42,DST Dolphins  TE Zach Ertz WR Mike Evans QB Carson Wentz WR Tyler Boyd WR Curtis Samuel RB Nick Chubb FLEX Dalvin Cook RB Kerryon Johnson,,,
218,1591268522,JesterCK,0,109.36,DST Eagles  QB Cam Newton WR Marvin Jones Jr. WR Sterling Shepard RB Ezekiel Elliott TE Hunter Henry RB Dalvin Cook FLEX Chris Godwin WR Dede Westbrook,,,
219,1590685876,Swab64,0,108.86,DST Ravens  QB Jameis Winston WR Stefon Diggs FLEX Tevin Coleman WR Cooper Kupp TE Hunter Henry RB Nick Chubb WR Chris Godwin RB Chris Carson,,,
220,1580051299,sammyastillero,0,107.82,DST Rams  RB Adrian Peterson TE Travis Kelce WR Julio Jones WR Randall Cobb FLEX T.J. Yeldon WR Zay Jones QB Patrick Mahomes RB Saquon Barkley,,,
221,1588852846,juicyj95,0,107.1,DST Chargers  QB Nick Foles WR Odell Beckham Jr. WR Mike Evans WR Tyler Lockett TE Hunter Henry FLEX Matt Breida RB Dalvin Cook RB Chris Carson,,,
222,1591081187,Kole1818,0,104.9,DST Chiefs  WR DeSean Jackson WR Marvin Jones Jr. WR Odell Beckham Jr. RB Todd Gurley II RB Tevin Coleman QB Baker Mayfield FLEX Tyreek Hill TE Will Dissly,,,
223,1576548341,jseeger900,0,100.76,DST Giants  FLEX Jack Doyle TE Zach Ertz RB David Johnson WR Brandin Cooks WR Adam Thielen WR Dante Pettis QB Lamar Jackson RB Kerryon Johnson,,,
224,1586626610,jdoomman,0,94.46,DST Ravens  QB Matt Ryan FLEX Adrian Peterson RB Le'Veon Bell WR Albert Wilson TE Eric Ebron RB Todd Gurley II WR Tyler Boyd WR Tyreek Hill,,,
225,1590090042,cmarshall217,0,94.26,DST Lions  TE Delanie Walker QB Cam Newton WR Mike Evans WR Marqise Lee WR Kenny Golladay RB Ezekiel Elliott RB Chris Carson FLEX Michael Crabtree,,,
226,1580480227,jaschmidt081790,0,82.12,DST Ravens  QB Kirk Cousins TE Kyle Rudolph WR Stefon Diggs WR Adam Thielen WR Chad Beebe RB Dalvin Cook RB Alexander Mattison FLEX Irv Smith Jr.,,,
227,1587789464,luke423b,0,81.49999,DST Ravens  RB Adrian Peterson TE Travis Kelce FLEX Zach Ertz WR Jarvis Landry WR Rashard Higgins QB Baker Mayfield RB Nick Chubb WR Tyreek Hill,,,
228,1588774468,bradab,0,75.14,DST Eagles  QB Russell Wilson WR Marvin Jones Jr. WR Mike Evans TE Eric Ebron WR Adam Thielen FLEX Matt Breida RB Leonard Fournette RB Nick Chubb,,,
229,1591726661,BetterNotSquash,0,58.5,DST Cowboys  TE Kyle Rudolph RB Todd Gurley II WR Cooper Kupp RB Ezekiel Elliott QB Baker Mayfield WR Rashard Davis FLEX Darrel Williams WR Tyreek Hill,,,
